Actual_Sales,Predicted_Sales
6372,6337.941
6460,5902.8794
4983,5276.3403
10011,9530.837
8756,8370.094
8010,7277.955
7625,7245.013
5890,6074.0117
6194,5742.243
4562,4882.2173
6372,5977.6973
5830,5465.46
4400,4872.696
5981,5896.208
7843,8662.856
6921,6998.7393
7367,7175.033
7047,6756.787
6220,6382.1714
5018,5187.1587
5408,5248.3374
4802,5097.33
5505,5340.579
5293,5598.446
6072,6504.6685
6322,6089.889
9022,9046.184
7530,7646.011
8026,7594.3003
7223,7216.064
6369,6523.1987
6082,5872.3413
5644,5469.3203
5437,5455.3223
5547,5467.9937
4871,5381.0303
6147,5699.54
5891,5697.7925
7714,8054.5503
7837,7257.048
6381,6515.494
6272,6352.987
5511,6016.219
5652,5647.184
5612,5508.4746
5155,5219.9966
5790,5595.717
5846,5642.392
6119,6325.515
5773,5956.311
9368,8971.601
4044,5788.6113
7405,7178.141
6839,6765.04
6526,6613.0127
5000,5336.323
5841,5701.643
5364,5373.1445
5613,5402.8594
5653,5322.219
5478,5820.601
4943,5176.983
8537,8489.938
7012,6934.669
6511,6585.9673
6253,6519.7393
6041,6366.0723
5024,5375.7695
5349,5323.359
5475,5075.751
5634,5677.0503
5374,5314.1357
5507,5725.746
5796,5968.329
9991,9804.455
7820,7407.277
7843,7952.256
7409,7385.4956
6482,6964.2993
5985,5939.2515
5658,5627.4014
5593,5266.618
5981,5801.355
5381,5296.8223
5979,5747.6284
5702,5662.7705
8348,9006.995
8366,8055.2344
8990,8586.539
7896,7852.2886
6572,6404.962
5707,5656.375
5790,5681.8154
5358,5419.375
5394,5392.0054
5311,5303.2876
7680,8263.822
7284,7499.0293
7351,8161.3774
7291,7836.112
5170,5470.833
8492,8413.102
7805,7574.222
6062,6553.913
7060,6743.4053
6570,6652.218
5804,5634.0615
5173,5432.147
5365,5259.1333
5663,5664.077
6072,5433.589
5582,5344.8877
4942,5211.1787
6874,7489.1963
6641,6920.289
7120,7018.7534
6648,6395.721
5874,6346.3403
4913,5241.2456
4635,5272.311
5694,5373.392
6480,6107.8345
7869,7871.354
5535,5871.2646
8357,8586.194
7825,7650.7163
7671,7463.3076
7828,7048.1353
6458,6747.318
6320,5796.825
6416,6029.5864
5972,5799.7427
5517,5527.618
5333,5578.399
5350,5542.91
7912,8302.715
6850,7310.7295
7808,7650.573
7169,6827.5254
5608,5621.647
5350,5535.351
5335,5302.9126
5801,5443.5576
5464,5447.976
6175,5771.047
5393,5747.705
9169,10128.577
5656,5355.4756
5599,5250.3403
9673,9096.498
7923,7309.302
7869,7049.938
7077,6575.8228
5227,5427.8403
8652,8009.6855
7879,7108.5767
6862,6726.7017
6943,6394.1353
6687,6287.9404
4465,4958.6763
6141,5590.3945
5467,5041.7397
5509,5209.1
5413,4894.2427
5659,5217.747
5966,5344.4683
8175,7698.635
6311,6750.137
7165,6990.189
6740,6783.692
6421,7277.219
6210,6576.1025
7322,7738.5186
8093,7301.931
7483,7202.666
6902,6789.2505
6553,6828.7036
5626,5747.047
5317,5229.5024
5858,5404.2866
5948,5654.9116
5016,5235.4497
5448,5467.8086
5407,5416.3384
7911,7864.963
3452,4571.315
7014,6478.879
6512,6408.8677
6306,6298.9243
5414,5281.551
5143,5059.8086
5378,5107.9194
6003,5318.624
5446,5134.618
5489,5691.584
5753,5817.301
6446,7382.245
7933,7375.9336
7635,6973.56
5540,6147.7734
6452,6200.4497
5545,5569.8975
6473,5731.378
5524,5274.624
4998,5138.862
5710,5109.4136
5287,5337.949
5833,5486.4873
8387,8185.7007
7798,7214.3438
7174,6824.59
7124,6495.166
6238,6275.88
5760,5579.1274
5418,5340.886
5283,5207.155
5674,5294.1387
5530,5178.408
5348,5835.9414
6390,6002.7104
8611,8828.284
7628,8155.6313
8967,8485.065
7187,7617.313
6485,6138.5747
7573,6420.711
6510,6021.0146
5812,5421.605
5593,5366.747
5911,5579.6313
8742,8481.895
7759,7243.2324
7790,7089.8267
6688,6651.2124
5458,6220.076
6332,5747.8613
5920,5632.742
5749,5273.2627
5321,5467.3184
5214,5055.621
5637,5284.977
5330,5404.8276
7361,7959.319
5672,6742.5894
8211,7751.906
9256,8107.099
6883,6720.0737
7551,7969.771
6904,7157.7354
6253,6545.2783
6944,6831.0845
6628,6714.3315
5305,5484.0244
5710,5431.6694
6330,5639.531
6155,6411.6636
7381,6295.1265
5538,5687.0894
8064,7902.025
6382,6858.0044
5626,6156.088
7404,6559.0923
6774,6593.047
6500,5648.0557
7061,6245.9204
6923,6093.911
6110,5954.316
5817,6187.9307
5605,5988.018
8485,8399.634
8324,7720.9844
7996,7639.4
7553,7231.3384
5604,5526.2173
6319,5792.5273
6011,5654.1733
6430,5852.3916
5400,5252.4873
5039,5349.01
5839,5408.7217
6876,7550.397
8300,7450.7534
8053,7262.597
6098,6256.862
6734,6625.8076
5319,5295.0576
5917,5525.0063
5119,5217.089
5711,5464.791
5788,5184.3105
5545,5330.0547
5715,5660.9
9431,8988.027
8852,8961.344
7419,6886.5874
6184,6726.507
6426,6463.375
4526,5090.9595
5604,5778.303
4952,5239.8726
5655,5732.621
5637,5424.905
5225,5483.9233
4981,5258.752
7820,7871.067
7269,7115.561
7559,7260.294
6326,6400.2246
6257,6304.837
6146,5868.0405
5981,5939.59
5735,5223.723
5620,5301.072
5407,5189.185
5427,5292.701
5082,5313.7188
7843,7789.7524
7156,7319.376
7628,6972.718
7358,7174.295
7179,7666.807
11173,10500.48
8355,8484.456
10182,10177.65
5520,5699.503
5941,6099.416
6296,6526.4517
6221,6492.662
6812,6638.477
7508,7179.58
6187,6096.5576
13713,12367.523
9119,9053.673
10668,9418.397
8284,8123.392
9558,9626.376
5955,5855.959
5457,5755.2417
6112,6259.4697
6498,6632.975
7292,7211.1377
8797,8705.1045
7205,7041.51
13451,13214.031
10294,10395.484
10425,10079.462
9459,9200.947
10701,10336.238
5355,5763.0024
5523,6124.91
5494,5735.9478
6432,6778.772
6421,6656.3
7611,7676.032
6776,6474.634
13920,12724.863
10815,10202.059
10121,9832.089
8653,8605.534
10010,10068.389
6029,5933.6504
12082,12190.959
9873,10223.254
13591,14800.338
10887,10946.32
8730,9219.787
7248,7648.6577
7254,7682.5737
6948,6890.6655
8597,7931.2437
6256,6516.655
11076,11395.236
9949,9353.526
9192,8745.061
8418,8067.173
10222,9812.459
5601,5831.314
5849,6150.928
6218,6279.097
6090,6382.392
6070,6369.1284
7663,7616.361
6030,5910.1978
12361,11490.477
10391,9572.105
9826,9258.159
7671,7873.8457
9432,8972.92
6095,6017.025
10807,11035.861
12392,11881.089
11122,10705.05
12302,10969.975
7285,8003.0166
7999,7990.0845
7776,7217.2905
8545,8556.674
10566,9583.16
6300,6609.58
11934,11244.5205
11746,10151.2295
10979,10088.502
9509,9027.601
10849,10093.625
6626,6287.3276
7455,7723.2563
6915,7136.113
6692,6665.7295
8121,8251.379
5731,5784.662
12521,11640.702
9765,9673.597
11979,10613.994
14850,15681.107
7578,7206.8066
11943,12142.918
10074,10359.45
10143,10252.579
8609,8976.36
23713,17733.129
16483,13958.347
13153,12611.332
11523,10902.428
15111,13605.804
7732,8213.904
5966,7461.949
6169,7115.609
6490,7242.6104
6344,6873.4854
8803,8974.524
6698,7654.038
13948,13560.178
11832,11350.3125
10978,10785.048
9507,9762.517
9910,10470.154
5484,6300.9824
6682,7384.3604
6233,6927.4077
7533,7496.4644
7287,7097.656
7790,8204.867
6194,6417.713
14552,14209.706
12614,11522.38
11332,10852.391
9530,9637.085
10873,10513.271
5474,6090.6084
6486,7009.877
5791,6037.081
6687,7065.9463
6119,6569.654
7802,7500.0537
5028,5140.5483
13698,12696.608
11552,11676.0205
12921,13158.499
9497,9752.512
8764,9509.842
5839,6179.8364
6694,7140.197
6647,6800.6265
7411,7155.1885
6521,6675.0186
7978,7683.177
5075,5257.9517
15125,13795.66
10267,10795.375
10438,10348.182
9116,9266.372
10289,10308.507
5658,5664.032
5349,5642.3994
6450,6584.665
6085,6435.001
5585,6081.3457
6847,6918.4883
5009,4920.6826
12420,11756.587
9209,9420.8
8810,8777.837
7797,8202.64
8751,10204.416
5148,5570.6143
5693,7090.034
6288,6662.4165
7173,6902.339
5863,6157.8057
7187,7223.036
5848,5827.876
14724,13047.576
9753,8973.87
10918,10030.507
9689,9386.544
10626,10328.412
4861,5249.172
6233,6519.017
5969,6249.4736
5730,6273.459
5475,5947.958
6901,6654.245
5616,5584.929
11978,11131.31
9137,9147.806
8562,8439.678
7994,7871.632
9640,9755.355
5630,5711.259
7565,7821.475
6838,7129.0093
7548,7736.105
9011,8903.231
6443,7345.418
12031,12146.508
10687,9889.819
9714,9165.781
8413,8329.515
8950,8361.577
6363,6411.7715
6508,6706.342
6277,6505.231
6336,6559.1733
5761,6117.6772
7046,7320.6597
5590,5850.5654
11978,11321.071
8995,8814.4795
9613,8892.588
7948,7740.7744
8672,8941.777
5907,6639.5747
5355,5843.35
5432,5896.9907
7839,8097.7188
7934,8048.592
7381,7781.328
12879,12382.702
11675,11069.251
10598,10322.603
8517,8635.895
9932,10098.872
5474,6336.478
5703,6351.4263
5478,5856.815
6019,6571.037
5581,6124.3115
6736,7272.125
6378,6552.948
11898,11780.412
9688,9589.42
9175,9218.958
7184,7982.8013
9570,9837.112
6951,7268.436
6063,6966.3335
5484,6885.337
6406,6832.3154
5905,6951.9834
8712,9312.956
8414,8993.804
14786,16066.708
12389,12503.046
10995,11253.988
8448,9332.775
9880,9780.609
7803,8393.043
7449,7783.3584
7025,7839.2427
7878,8181.6875
7048,7619.4185
9612,9553.3125
7779,8131.867
19106,19503.8
15442,15616.4375
15845,16773.023
10873,12470.299
13663,15621.16
11521,12704.897
14805,17081.006
3286,3740.52
8342,8887.019
6173,6813.64
9897,10739.489
3617,3445.9355
6010,7092.8755
7765,8198.779
6514,6916.7817
13744,12847.389
10874,11235.743
10265,9871.972
7072,7634.38
10357,10309.565
5128,5617.3794
6029,6318.6396
5640,6079.122
5964,6364.52
5377,5699.731
7090,7456.5703
6043,6363.7754
13380,11988.953
10516,10276.876
9985,9091.43
7837,8424.574
9703,9383.15
5589,5807.309
5405,5869.9785
5702,5932.739
5695,5865.6646
5848,6326.5405
9200,9432.699
6154,6630.7646
14688,13532.553
12178,11677.017
10842,10678.9795
9136,8967.917
8752,9154.277
5690,5942.957
6465,6630.9907
4947,5844.951
6378,6538.587
5829,5825.8257
7891,7775.1245
5748,5886.1357
13282,12236.562
9886,10003.062
9351,9036.895
7702,7857.1924
8818,8905.099
5769,5779.9844
5969,6124.0786
5634,6128.993
6268,6473.426
5345,6165.8237
8650,8727.965
6629,6994.6816
13529,12933.86
12126,11495.248
10564,10239.033
9829,9079.717
10506,10751.642
6129,6184.2153
5940,6452.7524
5893,6243.1333
6124,6545.2256
5817,5989.0054
7189,7157.898
6365,6129.9556
12205,12033.2705
9978,9547.065
9618,9031.929
8448,8263.772
8779,9124.775
5312,5617.783
5462,6196.3022
5768,6146.6216
5737,6307.3013
5487,5958.2466
7271,7812.681
5491,5823.9736
12658,13453.602
10923,10894.275
10421,10287.109
9273,8787.132
10931,10810.262
6249,6271.1255
6292,6819.1416
5553,5980.1685
6766,6830.483
6318,6368.314
7784,7641.707
6257,6154.191
13328,12689.255
11703,11160.932
12301,13224.241
8577,9380.493
7966,8104.868
6247,6638.9697
6459,6686.024
5731,6032.524
7122,7122.7915
5386,5682.3345
12590,11631.775
10471,10255.961
11882,11933.871
13249,13510.431
6803,7597.988
11759,11938.893
10596,10269.086
9525,9988.332
8351,8404.626
10069,10168.401
6137,6500.857
5874,6183.4204
6429,6725.1084
6235,6609.3994
6110,6237.0044
8165,7774.0703
5858,6119.5796
12718,12021.264
10428,9898.826
9532,9295.775
9000,8654.484
10452,10113.297
5792,6151.681
6003,6650.5806
6213,6415.5527
7334,7121.16
11298,11967.232
6649,6783.1104
14242,13936.824
11740,11843.413
10035,10382.836
9795,9264.626
11131,10780.784
6181,6603.529
6853,7181.845
7103,7438.958
6779,6815.5977
8093,8173.5586
6842,6909.961
13320,12345.786
11633,10478.87
10517,10508.557
13133,12297.461
5619,5747.987
6457,6639.2124
5501,6124.269
6864,6854.2104
5698,6133.1313
7647,7563.993
6131,6446.283
15353,15205.61
12477,11996.817
11123,11232.925
9650,9873.041
9651,10257.586
6722,6451.4844
7694,7442.067
5777,6058.8555
5955,6024.587
6044,6522.4956
7810,7942.3013
5772,6098.59
11796,11806.968
10836,10259.785
10882,10282.7
7863,8122.7993
9073,9321.216
5230,5687.92
6278,6306.7563
6652,6749.0186
6930,6932.0674
5757,5993.8066
6366,6581.223
5458,5557.227
11542,11570.383
9656,9577.615
10223,10519.641
10977,10504.124
11496,11202.61
6101,6367.0513
13802,12791.128
10214,10102.778
9888,10307.34
7909,8313.96
9404,10201.545
5919,5974.617
6348,6931.953
5916,6368.18
7048,7007.8184
6067,6258.869
7885,7835.005
5820,5665.4204
12859,12316.383
11623,10787.5205
9459,9687.335
8245,8306.452
9172,9875.686
5587,5891.4424
6136,6602.0776
5967,6237.6475
6191,6519.9795
6402,6662.722
8714,8585.677
6694,6356.264
14292,13756.531
10762,10716.47
9289,9839.535
8173,8696.602
7639,9573.75
5220,6552.049
4910,6566.5825
5826,6221.5586
6908,6587.667
6346,6440.5874
7506,7489.784
5845,5708.9253
11675,11867.719
9785,9458.521
9157,9124.401
9139,8085.317
9740,9730.379
5831,5528.7915
5401,6036.3
5738,6069.963
5845,6047.729
5125,5618.773
7302,7010.601
5881,5718.516
11277,11342.422
10690,11206.497
11406,11028.987
9827,10513.037
8623,9140.502
10944,11260.4795
8797,8530.8545
8974,8578.98
8464,8151.52
9536,9671.141
5583,5850.4907
5562,6292.3096
5962,6104.473
6549,6640.354
5144,5757.2363
7343,7191.167
5529,5717.5117
11555,11009.781
8778,8421.736
8884,8472.972
8181,7794.277
9552,9593.111
6685,6747.478
5909,6474.343
5502,6031.2305
5952,6266.772
6349,7226.469
9187,10006.061
14224,13596.842
11586,11005.259
11245,10806.951
9128,9372.476
10127,9801.063
6482,6711.918
10625,11140.901
9171,9122.213
8771,8529.634
8251,8098.477
9753,9489.832
6050,6158.6626
5948,6736.0396
5363,5978.756
5440,6363.664
5576,6272.7305
8287,9188.491
6911,7346.372
11740,12140.375
9385,9716.265
8840,9758.944
8252,9021.773
11461,11997.41
8980,9622.155
12848,13896.035
11416,11991.65
9890,10590.119
9269,10372.967
11086,12561.267
8404,9035.807
6614,7562.284
7040,7403.5767
6858,7073.9224
6654,6803.6484
6522,6971.7783
9236,8881.522
14966,16507.863
14813,15468.265
11988,12238.861
11212,12300.151
12183,12816.128
9560,10456.345
13124,14121.503
11560,13531.688
3951,4320.613
7448,7999.7085
9270,9577.918
9390,9965.421
3543,3670.6707
8575,8891.933
6254,6696.7393
11856,12003.599
10497,10325.283
9524,8867.399
7030,6608.78
8653,8409.606
4999,5001.4614
11492,10973.307
9277,8465.381
10247,9400.327
7982,7663.745
10863,10270.187
6555,6793.978
6064,6151.5615
5501,5944.87
6041,5910.1313
5417,5700.279
6575,6879.664
4849,4876.235
10287,9911.647
10530,9097.079
8992,8394.16
7558,7734.124
9430,9231.382
7548,6826.9253
14145,12707.256
10156,9665.157
9913,9534.816
8488,8570.764
10075,10428.263
6828,6746.849
5882,6751.265
5643,6269.9424
6566,6876.045
5234,5923.3345
7967,7846.1064
5826,6030.0024
12088,11729.39
9847,9281.521
9379,8751.213
8830,8203.737
9136,8681.072
5854,5781.2563
6376,6101.5923
4892,5807.206
6081,6488.8994
6391,6596.192
8721,8344.23
7209,7175.332
13041,12646.458
9502,10006.138
10177,9559.085
9710,8881.943
9350,9639.438
5952,6760.1113
6420,6733.8813
6070,6555.408
6133,6477.8696
5886,6450.5674
7405,7616.647
6120,6085.2896
13979,12466.985
10498,10416.428
9923,9988.602
7852,8112.544
9989,9704.241
5238,5400.658
5908,6459.946
5242,6056.095
6293,6348.066
6158,6316.1665
7525,7450.125
6444,6329.2144
13015,13352.788
11339,11156.277
13701,14305.399
10252,11043.438
8737,9093.9795
7671,7525.085
7312,7261.8716
6584,6794.8125
7371,7454.706
5469,6095.9688
12404,12263.537
10411,10314.198
10609,9644.99
8667,8788.969
10858,10350.082
6128,6102.487
6393,6613.3047
5515,6208.0986
6275,6516.0693
5337,6086.098
6997,7118.895
5201,5649.118
13823,12370.529
10152,9959.5
11261,11595.673
11266,12253.567
8737,10069.052
12417,12252.334
10799,10246.519
11147,10566.464
9944,9449.687
11126,10806.793
6928,7220.7295
6294,6816.749
7184,6959.156
7839,8421.911
10296,9917.613
5977,5861.555
11876,11758.549
10411,9745.275
10507,9838.441
8720,8499.1875
9911,9647.051
6083,6398.5293
7328,7325.896
7346,7424.484
6578,6954.952
8752,9363.275
7198,7264.8403
14298,13777.817
12070,11286.068
12031,11508.77
12329,12118.189
6929,6708.151
7226,7445.328
6622,7215.4756
7066,7408.757
7673,7299.261
7540,7760.335
6576,6664.063
13988,13180.238
11523,10626.085
11071,10248.095
9601,9115.45
10563,10419.887
6231,6245.536
5841,6260.844
6659,6453.4214
6259,6872.6255
6081,6331.677
7370,7617.7544
5709,6085.006
13875,13623.124
13239,13258.677
11100,11397.454
9120,9320.29
10243,9888.875
5103,5315.4385
7987,7970.259
6794,6765.6577
6493,7062.682
7048,6904.952
7578,7685.9385
5685,6005.277
12432,12270.84
11402,10505.935
10859,10173.413
8787,9151.289
8771,9178.932
5521,5774.7876
6866,7264.975
6707,6716.8306
6415,6743.8096
5888,6406.6787
7342,7455.1387
4370,4416.079
12137,11432.626
9699,9024.855
9551,8821.812
9205,9288.811
11866,12165.432
8254,8321.309
8927,8560.996
10473,9508.243
7943,8196.67
7704,7403.069
6759,6520.4136
7497,6899.2637
6967,6906.3135
6687,7085.0864
8042,8156.228
11425,11678.496
9647,9039.115
8487,8640.353
8795,8754.16
8909,8968.221
7745,7855.3794
7260,7234.3066
6595,6382.5264
6799,6769.052
7979,8056.562
7994,7855.5435
9028,8806.494
11376,11775.318
9971,9837.119
8729,8937.856
8669,8730.512
8455,8969.424
9155,8517.207
7579,7099.915
7862,7104.687
7165,6752.166
7328,7299.198
7594,7830.619
8801,8416.971
11413,11168.534
10104,9517.816
9237,8957.915
8863,9001.29
9353,9456.717
8644,8117.432
9744,10686.386
10133,9930.66
10391,10811.327
10422,11809.893
11347,11330.132
9044,8290.662
8125,7756.896
7534,7268.8706
7579,7388.123
8408,7975.4277
11076,11562.692
9892,9607.418
9030,8857.549
8392,8707.222
9485,9244.717
8256,8470.06
7596,7256.9434
7079,6894.934
7251,6964.5127
6943,6541.781
7813,7921.242
8239,7912.042
11092,11214.203
8943,8930.563
8521,8416.464
8280,8540.107
8772,8846.384
8526,7998.0464
11747,11482.474
10824,11733.1455
11574,11320.001
9072,9688.003
9156,8881.495
8290,8013.9097
7878,7374.2573
9373,8880.446
9814,9530.837
8886,8618.403
11888,11590.942
9385,9580.224
9723,8963.904
9433,9321.146
10732,9576.007
8545,8762.39
9025,8608.624
7247,6950.7163
6852,6891.777
7124,7304.71
7774,7811.459
10442,10553.578
7932,8645.544
10349,9868.634
10513,11229.885
8187,8093.563
12101,11948.524
9718,9574.381
8722,8936.927
9412,8765.556
9496,9181.882
7871,7954.5576
8485,7516.5
7801,7622.196
7500,7180.4116
6785,6842.022
8359,8002.4336
8232,8267.975
11108,11036.938
8345,8932.61
7827,8256.811
8052,8146.6904
9685,9459.424
7621,8003.6567
7302,7618.221
7297,7072.9478
6919,6687.8843
6958,6782.414
8070,8337.689
8684,8467.717
11875,12363.017
9366,9787.998
9986,9224.654
9598,9388.429
8943,9565.16
8185,8228.505
8559,7880.3013
7548,7245.3306
7635,6921.485
8186,7205.5967
7509,7601.578
8325,8245.554
13168,12358.138
9013,9865.902
9083,9146.043
9610,9350.377
9696,9660.806
8221,7921.064
9426,7876.972
7599,7108.935
8550,7158.322
7392,7044.754
8430,7554.4634
8550,7981.7773
11591,11028.301
11777,11289.046
10742,10641.409
8932,9260.9375
9205,9316.386
7977,7884.6377
7832,7730.27
6626,6744.0234
7385,6831.527
7623,6957.718
7735,7328.207
6851,7235.807
11421,11805.277
9508,9358.237
9435,9015.806
8747,8534.617
8864,8741.587
6672,7024.027
7498,6809.1313
6716,6211.8394
6281,6307.064
6950,6450.6157
6772,6812.472
7051,6936.089
9196,10285.825
8017,8562.738
7922,7960.1753
7455,7932.691
7872,8705.89
7794,7953.739
8030,7588.4272
6747,6719.5615
6532,6513.36
6359,6406.209
7152,6808.274
7866,7678.417
14516,12158.928
10511,10511.545
9849,9627.718
9123,9061.638
8287,9066.96
8146,8293.456
8188,7641.4067
7361,7048.8115
7296,6840.463
8040,7149.879
7260,7109.127
7711,7238.1025
10809,11046.5205
8737,8883.152
7948,8176.373
8793,8363.475
9682,9147.411
7992,8070.0605
9165,8501.728
8311,8225.586
8970,8298.259
9050,8603.145
7466,7426.5195
12518,12027.559
10267,9913.971
9636,9426.277
8806,8810.837
9926,9489.124
8447,8615.43
8530,8108.935
5976,6439.645
7428,7201.282
7733,6824.7197
7871,7507.5493
8054,7843.283
11533,11317.6875
9637,9442.288
9288,8791.718
8482,8551.956
9441,9142.626
8580,8181.1304
7872,7470.8525
7393,6975.8926
8319,8212.781
9094,8956.596
9826,9374.188
12526,12345.853
9956,10156.216
9395,9186.542
9738,9371.104
9146,9193.519
8375,9006.839
9090,8230.011
7366,7358.6294
7797,7099.9023
7287,7162.7607
8660,7760.499
10187,8840.404
12586,12055.729
9725,9582.991
8591,9129.441
9602,9246.049
9204,9254.666
9631,8993.983
9281,8909.157
8420,7998.539
9541,8387.757
8437,8410.403
10392,10026.741
11017,11149.53
13738,13551.844
11441,11601.513
12463,11191.871
12460,12356.07
9680,10100.813
9820,9304.117
10072,9471.038
8598,8407.922
8737,8096.3813
8156,8047.9077
9176,8977.146
10605,9515.004
16155,15365.869
12538,12881.921
12819,12836.288
12598,12807.344
13267,12905.022
11749,11824.062
15830,16024.367
6990,6583.123
9870,9246.039
8839,8639.877
11138,10686.086
6070,5786.3184
7998,7714.9443
8086,7930.1
8661,8664.741
14937,12452.013
11292,10315.027
10592,9800.724
10622,9748.499
8174,8704.811
7338,7078.2285
7010,7048.4717
7237,6986.873
7698,6882.3726
8335,7870.408
9082,8521.501
11736,11890.885
9656,9399.961
9624,9354.919
9166,8952.974
8997,8826.741
8189,8335.468
7696,7485.1377
7621,7062.868
7167,6857.2964
7756,7585.492
8172,8438.871
9871,9448.982
13007,12978.187
10878,11009.352
9915,9572.841
9878,9719.034
9271,9434.839
9439,8763.401
8342,7875.9346
8096,7774.4263
7281,7046.335
7164,6985.423
8242,8251.437
9021,8271.995
12095,12000.485
9477,9972.927
9406,9201.72
8653,9204.93
9642,9309.359
8508,8394.256
8552,8037.124
7945,7137.843
7765,7136.897
8263,7437.132
8704,8871.934
9421,9246.763
12174,12485.981
10294,10412.033
9428,9707.239
8509,8843.692
9089,9374.29
8164,8155.8833
8191,7772.9717
7566,7312.455
7404,7238.011
7313,7162.1816
7386,7249.5557
8529,8258.845
12350,11864.646
10437,10050.73
9892,9694.231
8929,8795.01
9796,9349.997
9314,8695.338
8793,7925.672
7567,7167.3276
7410,7376.81
7457,7422.686
8366,8391.941
8125,8698.617
12078,12896.267
10134,10571.45
10475,10401.859
9946,9562.248
10008,9927.386
8781,8817.956
9525,8523.764
7616,7644.3345
8258,7423.2715
8552,7918.8833
9030,8450.878
8918,8508.311
13431,12820.776
11445,11119.117
12080,11166.189
11330,11491.6875
10175,10482.004
9100,8517.316
7669,7436.816
7442,7211.173
7037,7263.1533
8649,8493.785
12307,12279.478
10444,11180.025
11369,11824.174
13759,12402.564
9713,9212.932
11696,12076.972
10068,9917.987
11357,10364.143
9097,9443.493
10390,10216.833
8792,9105.025
8632,8020.6016
7933,7530.28
7947,7547.889
7634,7578.3125
7987,8235.275
8008,8173.8813
11621,11680.868
10223,9739.172
10108,9318.935
8666,8958.697
10223,9385.035
8519,8339.294
8192,7788.7695
8484,8258.509
10346,9609.514
11160,10882.38
7965,8518.8955
13295,12727.744
10753,9875.425
11425,10155.203
11733,10190.952
12071,10365.35
9052,8662.689
8341,8010.529
8156,7747.084
8823,7613.5137
7445,7497.9995
9057,8646.903
10585,11133.401
10013,9728.572
10588,9866.391
12568,10819.553
7816,7858.8906
9310,8407.421
7595,7700.403
8011,7385.7046
7060,7050.7456
8645,8021.9194
9506,9186.724
13942,13693.506
9791,10318.95
10033,9915.7295
9598,9591.083
8966,9528.622
8861,8421.995
8744,8383.122
7348,6936.8306
6898,7053.938
7643,7453.961
7803,7704.789
8102,7981.6953
10560,11203.213
10593,10054.828
9677,9356.162
9812,9341.757
9396,9309.005
7695,7962.099
9522,8470.341
7178,7382.6245
7819,7531.7563
8849,7396.345
7563,7382.3325
9123,8288.414
13404,12233.79
11241,10729.622
10753,10665.746
10570,10756.981
11314,10706.963
8599,8583.417
12237,11964.838
9942,9634.363
8391,8781.327
7484,8014.516
9065,8842.086
8834,8385.697
